Src-Tgt,NodeName,c_Index
1599,WNK1,800
1600,[kidney distal convoluted tubule epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000849),801
1601,ATP1B1,801
1602,[kidney distal convoluted tubule epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000849),802
1603,TOX3,802
1604,[kidney distal convoluted tubule epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000849),803
1605,KITLG,803
1606,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),804
1607,ADAMTS12,804
1608,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),805
1609,ABCA6,805
1610,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),806
1611,FBLN5,806
1612,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),807
1613,CDH11,807
1614,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),808
1615,CCBE1,808
1616,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),809
1617,SVEP1,809
1618,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),810
1619,NID1,810
1620,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),811
1621,C7,811
1622,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),812
1623,CLMP,812
1624,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),813
1625,ATRNL1,813
1626,[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),814
1627,HECW2,814
1628,[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),815
1629,BTNL9,815
1630,[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),816
1631,FLT1,816
1632,[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),817
1633,PLAT,817
1634,[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),818
1635,EMCN,818
1636,[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),819
1637,PLPP3,819
1638,[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),820
1639,SMAD6,820
1640,[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),821
1641,TEK,821
1642,[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),822
1643,SHANK3,822
1644,[glomerular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001005),823
1645,PTPRB,823
1646,[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),824
1647,CAPN8,824
1648,[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),825
1649,ANK3,825
1650,[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),826
1651,LINC01924,826
1652,[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),827
1653,ABTB2,827
1654,[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),828
1655,SLC14A2,828
1656,[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),829
1657,SAMD12,829
1658,[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),830
1659,GRIP1,830
1660,[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),831
1661,NAALADL2,831
1662,[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),832
1663,PCDH7,832
1664,[kidney inner medulla collecting duct epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000547),833
1665,SDK1,833
1666,[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),834
1667,SLC4A9,834
1668,[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),835
1669,SLC26A4,835
1670,[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),836
1671,LINC01187,836
1672,[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),837
1673,SLC35F3,837
1674,[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),838
1675,IL18,838
1676,[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),839
1677,DGKI,839
1678,[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),840
1679,PPM1E,840
1680,[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),841
1681,PDZD2,841
1682,[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),842
1683,CLNK,842
1684,[renal beta-intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002201),843
1685,NEBL,843
1686,[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),844
1687,TBX1,844
1688,[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),845
1689,CCL21,845
1690,[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),846
1691,MMRN1,846
1692,[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),847
1693,PKHD1L1,847
1694,[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),848
1695,SEMA3A,848
1696,[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),849
1697,FLRT2,849
1698,[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),850
1699,RELN,850
1700,[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),851
1701,GRAPL,851
1702,[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),852
1703,ELK3,852
1704,[endothelial cell of lymphatic vessel](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002138),853
1705,KALRN,853
1706,[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),854
1707,NOS1,854
1708,[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),855
1709,TMPRSS4,855
1710,[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),856
1711,BBOX1,856
1712,[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),857
1713,PPFIA2,857
1714,[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),858
1715,PAPPA2,858
1716,[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),859
1717,ERBB4,859
1718,[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),860
1719,CALCR,860
1720,[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),861
1721,ITGB6,861
1722,[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),862
1723,PKP4,862
1724,[macula densa epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000850),863
1725,DEPTOR,863
1726,[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),864
1727,CPA3,864
1728,[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),865
1729,TPSB2,865
1730,[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),866
1731,HDC,866
1732,[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),867
1733,SLC8A3,867
1734,[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),868
1735,SLC18A2,868
1736,[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),869
1737,KIT,869
1738,[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),870
1739,SLC24A3,870
1740,[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),871
1741,GRAP2,871
1742,[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),872
1743,IL18R1,872
1744,[mast cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000097),873
1745,GATA2,873
1746,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),874
1747,MOXD1,874
1748,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),875
1749,CLMP,875
1750,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),876
1751,ATRNL1,876
1752,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),877
1753,LSAMP,877
1754,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),878
1755,NID1,878
1756,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),879
1757,PID1,879
1758,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),880
1759,MEIS1,880
1760,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),881
1761,LAMA2,881
1762,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),882
1763,HPSE2,882
1764,[fibroblast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000057),883
1765,LPAR1,883
1766,[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),884
1767,SIM2,884
1768,[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),885
1769,SLC12A1,885
1770,[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),886
1771,ESRRB,886
1772,[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),887
1773,CACNA2D3,887
1774,[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),888
1775,ESRRG,888
1776,[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),889
1777,ATP1A1,889
1778,[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),890
1779,LINC01762,890
1780,[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),891
1781,PTGER3,891
1782,[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),892
1783,ATP1B1,892
1784,[kidney loop of Henle medullary thick ascending limb epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001108),893
1785,EGF,893
1786,[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),894
1787,AGTR1,894
1788,[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),895
1789,PDGFRB,895
1790,[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),896
1791,PIEZO2,896
1792,[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),897
1793,WISP1,897
1794,[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),898
1795,DAAM2,898
1796,[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),899
1797,CARMN,899
1798,[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),900
1799,PRR16,900
1800,[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),901
1801,ITGA8,901
1802,[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),902
1803,COL25A1,902
1804,[mesangial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000650),903
1805,ROBO1,903
1806,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),904
1807,SLC11A1,904
1808,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),905
1809,MYO1F,905
1810,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),906
1811,DOCK2,906
1812,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),907
1813,ADGRE2,907
1814,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),908
1815,ITGAL,908
1816,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),909
1817,AOAH,909
1818,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),910
1819,IRAK3,910
1820,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),911
1821,SMAP2,911
1822,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),912
1823,TBXAS1,912
1824,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),913
1825,ZEB2,913
1826,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),914
1827,CSF2RA,914
1828,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),915
1829,TLR2,915
1830,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),916
1831,PIK3R5,916
1832,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),917
1833,RTN1,917
1834,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),918
1835,ATP8B4,918
1836,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),919
1837,HLA-DPB1,919
1838,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),920
1839,FYB1,920
1840,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),921
1841,AOAH,921
1842,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),922
1843,CIITA,922
1844,[monocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000576),923
1845,HLA-DRB1,923
1846,[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),924
1847,GNLY,924
1848,[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),925
1849,RUNX3,925
1850,[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),926
1851,MYBL1,926
1852,[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),927
1853,CD247,927
1854,[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),928
1855,SLFN12L,928
1856,[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),929
1857,IKZF3,929
1858,[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),930
1859,SAMD3,930
1860,[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),931
1861,APBA2,931
1862,[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),932
1863,STAT4,932
1864,[lymphocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000542),933
1865,AOAH,933
1866,[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),934
1867,FCGR3B,934
1868,[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),935
1869,S100A8,935
1870,[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),936
1871,S100A9,936
1872,[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),937
1873,CSF3R,937
1874,[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),938
1875,MXD1,938
1876,[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),939
1877,ITM2B,939
1878,[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),940
1879,S100A6,940
1880,[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),941
1881,FTL,941
1882,[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),942
1883,ACTB,942
1884,[neutrophil](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000775),943
1885,DHFR,943
1886,[kidney outer medulla collecting duct intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000717),944
1887,LINC01187,944
1888,[kidney outer medulla collecting duct intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000717),945
1889,ATP6V0D2,945
1890,[kidney outer medulla collecting duct intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000717),946
1891,CLNK,946
1892,[kidney outer medulla collecting duct intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000717),947
1893,ATP6V1C2,947
1894,[kidney outer medulla collecting duct intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000717),948
1895,SLC4A9,948
1896,[kidney outer medulla collecting duct intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000717),949
1897,ITGA6,949
1898,[kidney outer medulla collecting duct intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000717),950
1899,KIT,950
1900,[kidney outer medulla collecting duct intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000717),951
1901,RCAN2,951
1902,[kidney outer medulla collecting duct intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000717),952
1903,SLC26A7,952
1904,[kidney outer medulla collecting duct intercalated cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000717),953
1905,ATP6V0A4,953
1906,[kidney outer medulla collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000716),954
1907,GRIP1,954
1908,[kidney outer medulla collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000716),955
1909,ABTB2,955
1910,[kidney outer medulla collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000716),956
1911,ANK3,956
1912,[kidney outer medulla collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000716),957
1913,PRKAG2,957
1914,[kidney outer medulla collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000716),958
1915,BMPR1B,958
1916,[kidney outer medulla collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000716),959
1917,MECOM,959
1918,[kidney outer medulla collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000716),960
1919,TRPM3,960
1920,[kidney outer medulla collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000716),961
1921,PAPPA,961
1922,[kidney outer medulla collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000716),962
1923,RALYL,962
1924,[kidney outer medulla collecting duct principal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000716),963
1925,PTPN13,963
1926,[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),964
1927,KRT13,964
1928,[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),965
1929,LCN2,965
1930,[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),966
1931,EHF,966
1932,[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),967
1933,EEF1A1,967
1934,[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),968
1935,SLPI,968
1936,[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),969
1937,S100A6,969
1938,[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),970
1939,TACSTD2,970
1940,[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),971
1941,SPINK1,971
1942,[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),972
1943,DHRS2,972
1944,[papillary tips cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000597),973
1945,GPX2,973
1946,[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),974
1947,KIRREL3,974
1948,[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),975
1949,CFH,975
1950,[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),976
1951,SLC4A11,976
1952,[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),977
1953,KCNT2,977
1954,[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),978
1955,LINC01435,978
1956,[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),979
1957,KLRG2,979
1958,[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),980
1959,ALDH1A2,980
1960,[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),981
1961,CLDN1,981
1962,[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),982
1963,FAM189A1,982
1964,[parietal epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1000452),983
1965,RBFOX1,983
1966,[peritubular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001033),984
1967,RAMP3,984
1968,[peritubular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001033),985
1969,PLVAP,985
1970,[peritubular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001033),986
1971,CEACAM1,986
1972,[peritubular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001033),987
1973,ADGRL4,987
1974,[peritubular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001033),988
1975,EGFL7,988
1976,[peritubular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001033),989
1977,TEK,989
1978,[peritubular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001033),990
1979,NOSTRIN,990
1980,[peritubular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001033),991
1981,EML1,991
1982,[peritubular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001033),992
1983,FLT1,992
1984,[peritubular capillary endothelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_1001033),993
1985,GPM6A,993
